ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,20,0,"R_z2rgLAWZGrOIILf",1,"TRUE",0,,"22/5/23 10:36","22/5/23 10:43",6.85,411,"22/5/23 10:43",60.359,1.005983,111.791,1.863183,2,54.605,.9100834,,4,20,1,1,5,0,1,1,1,0,0,1,,9.6,9.6,,3.7,9.5,9,,2,2003,1,1,1,2,1,1,,3,2,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,8,0,"R_1jkYbSXZHrgUKyv",1,"TRUE",0,,"11/5/23 04:33","11/5/23 04:38",5.7,342,"11/5/23 04:38",31.833,.53055,120.147,2.00245,2,38.136,.6356,,4,20,1,1,5,0,1,1,1,0,0,1,,10,10,,1.9,10,4,,2,2002,1,3,1,2,1,1,,3,1,4,2,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,3,0,"R_77Z98UjLvcrzojL",1,"TRUE",1,,"16/5/23 09:32","16/5/23 09:38",5.7,342,"16/5/23 09:38",79.701,1.32835,74.001,1.23335,1,34.741,.5790167,,4,20,1,1,5,0,1,1,1,0,0,1,,9,9,,3,7,9,,2,2000,1,5,1,2,1,1,,2,4,1,3,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,6,1,"R_3Gr0aiWjjWWIHft",1,"TRUE",1,,"19/4/23 10:52","19/4/23 11:09",16.31667,979,"19/4/23 11:09",86.102,1.435033,314.12,5.235333,3,220.008,3.6668,,5,10,1,1,3,0,1,1,0,1,1,1,,7,,7,2.1,8.9,5,,2,1978,2,3,2,2,1,1,,2,3,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_1nO23eaMFnoQ5cs",1,"TRUE",0,,"20/4/23 05:31","20/4/23 05:42",10.63333,638,"20/4/23 05:42",83.691,1.39485,181.764,3.0294,3,63.173,1.052883,,5,10,1,1,3,0,1,1,0,1,1,1,,6.5,,6.5,1,7.4,5,,1,1996,2,2,2,1,2,2,,3,2,1,4,,2,1,4,5,2,3,,1,1,1,2,1,1,3
,12,0,"R_RIV157SBJ5S7vYR",1,"TRUE",1,,"11/5/23 03:58","11/5/23 04:03",4.616667,277,"11/5/23 04:03",36.999,.61665,52.26,.871,1,27.902,.4650334,,5,10,1,1,3,0,1,1,0,1,1,1,,7,,7,.3,8.4,8,,2,2001,1,3,1,2,1,1,,3,2,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,2,1,"R_Ao33gKQf1YkttPr",1,"TRUE",1,,"22/5/23 06:59","22/5/23 07:05",6.25,375,"22/5/23 07:05",17.655,.29425,96.395,1.606583,1,42.501,.70835,,5,10,1,1,3,0,1,1,0,1,1,1,,4,,4,10,10,3,,2,2002,1,3,1,2,1,1,,3,1,2,4,,2,1,4,4,2,1,,1,1,1,1,1,2,3
,6,1,"R_3PyPe7RJHHtULYZ",1,"TRUE",0,,"20/4/23 04:30","20/4/23 04:39",9.25,555,"20/4/23 04:39",257.393,4.289884,81.082,1.351367,1,31.057,.5176166,,5,10,1,1,3,0,1,1,0,1,1,1,,8,,8,1,9.1,10,,2,1988,2,4,2,2,1,1,,2,1,3,4,,2,1,4,4,2,1,,1,1,1,1,1,2,3
,6,1,"R_3itlFzMODAC1LCH",1,"TRUE",0,,"23/4/23 04:36","23/4/23 04:43",7.1,426,"23/4/23 04:43",44.101,.7350167,142.713,2.37855,2,37.997,.6332834,,5,10,1,1,3,0,1,1,0,1,1,1,,6.8,,6.8,0,9.5,8,,2,1991,2,1,1,2,1,1,,3,2,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_1mmhlyesBdizdAf",1,"TRUE",0,,"20/4/23 06:16","20/4/23 06:25",8.883333,533,"20/4/23 06:25",69.647,1.160783,85.68,1.428,1,35.101,.5850167,,5,10,1,1,3,0,1,1,0,1,1,1,,7.1,,7.1,.2,6.1,6,,1,1988,2,4,2,1,2,2,,3,2,1,4,,2,1,4,4,2,1,,1,1,1,1,1,2,3
,17,0,"R_Zt4sBYXT468o43T",1,"TRUE",0,,"23/5/23 08:44","23/5/23 08:52",8.3,498,"23/5/23 08:52",25.223,.4203833,117.002,1.950033,2,48.486,.8081,,5,10,1,1,3,0,1,1,0,1,1,1,,6,,6,0,6,3,,2,2001,1,3,1,1,1,1,,2,3,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,8,0,"R_yP9YVWcZmWpqP0R",1,"TRUE",0,,"11/5/23 05:23","11/5/23 05:35",11.35,681,"11/5/23 05:35",51.892,.8648666,161.378,2.689633,3,96.163,1.602717,,5,10,1,1,3,0,1,1,0,1,1,1,,5,,5,5.8,5,6,,2,2003,1,2,1,2,1,1,,2,3,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,8,0,"R_2tJ4mmYosVvCAjU",1,"TRUE",0,,"11/5/23 09:55","11/5/23 10:04",8.616667,517,"11/5/23 10:04",48.082,.8013667,149.358,2.4893,2,44.128,.7354667,,5,10,1,1,3,0,1,1,0,1,1,1,,6.4,,6.4,.2,5,8,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,1,4,4,2,3,,1,1,1,1,1,1,1
,6,1,"R_2qjENpfyY0JO4cg",1,"TRUE",0,,"19/4/23 14:47","19/4/23 14:58",11.38333,683,"19/4/23 14:58",75.991,1.266517,196.002,3.2667,3,82.627,1.377117,,6,16,1,1,3,0,1,1,0,1,0,1,,4,,4,5,7.1,5,,2,1989,2,4,1,1,1,1,,2,3,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,18,1,"R_3ina7D3hshhGDNG",1,"TRUE",0,,"25/4/23 02:46","25/4/23 02:55",8.25,495,"25/4/23 02:55",42.937,.7156166,96.765,1.61275,1,55.586,.9264333,,6,16,1,1,3,0,1,1,0,1,0,1,,3,,3,9.5,8.6,5,,2,1996,2,1,1,1,1,1,,3,2,1,4,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,14,0,"R_5z5idAA4kSUsz0l",1,"TRUE",1,,"10/5/23 06:35","10/5/23 06:47",11.31667,679,"10/5/23 06:47",19.979,.3329833,312.432,5.2072,3,77.002,1.283367,,6,16,1,1,3,0,1,1,0,1,0,1,,7.2,,7.2,8.7,5.5,3,,2,1996,2,4,2,2,1,1,,3,2,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_1lsfu5uJK7JsLYt",1,"TRUE",0,,"19/4/23 09:22","19/4/23 09:29",6.633333,398,"19/4/23 09:29",44.778,.7463,61.859,1.030983,1,67.931,1.132183,,6,16,1,1,3,0,1,1,0,1,0,1,,7.2,,7.2,3.5,5.6,6,,2,1989,2,4,2,2,1,1,,3,2,1,4,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,6,1,"R_1HozhIawsZH6IG8",1,"TRUE",0,,"19/4/23 09:43","19/4/23 09:52",8.9,534,"19/4/23 09:52",36.176,.6029333,122.306,2.038433,2,60.186,1.0031,,6,16,1,1,3,0,1,1,0,1,0,1,,6.2,,6.2,10,6.1,6,,2,1980,2,4,1,2,1,1,,1,3,2,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,18,1,"R_C2NIo9p21D4hKjn",1,"TRUE",1,,"24/4/23 10:27","24/4/23 10:32",5.116667,307,"24/4/23 10:32",12.624,.2104,10.095,.16825,1,51.109,.8518167,,6,16,1,1,3,0,1,1,0,1,0,1,,8.1,,8.1,.6,7.6,8,,1,2001,1,3,1,2,1,1,,2,3,1,4,,1,1,3,4,2,2,,0,1,2,0,1,0,3
,12,0,"R_3PcV5c9nt7UMG7m",1,"TRUE",0,,"8/5/23 05:31","8/5/23 08:40",188.25,11295,"8/5/23 08:40",918.718,15.31197,893.123,14.88538,3,,,,6,16,1,1,3,0,1,1,0,1,0,1,,4.7,,4.7,3.6,8.6,5,,2,1996,2,7,1,1,1,1,,3,1,2,4,,2,1,3,3,2,1,,1,1,2,1,1,2,3
,7,0,"R_ZdCUN6s6Q2QcYsF",1,"TRUE",0,,"19/5/23 01:21","19/5/23 01:29",7.9,474,"19/5/23 01:29",28.126,.4687667,102.433,1.707217,2,74.956,1.249267,,6,16,1,1,3,0,1,1,0,1,0,1,,6,,6,2,9,7,,2,2003,1,2,1,2,1,1,,2,3,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,6,1,"R_31gc4lMFTm3PXIo",1,"TRUE",0,,"20/4/23 13:45","20/4/23 13:53",8.05,483,"20/4/23 13:54",42.418,.7069666,172.847,2.880783,3,42.516,.7086,,6,16,1,1,3,0,1,1,0,1,0,1,,5.1,,5.1,5.5,5.3,0,,2,1978,2,2,1,2,1,1,,3,2,1,4,,2,1,4,3,2,2,,1,1,1,1,1,0,3
,14,0,"R_2S8G3Gt8NtRIGeQ",1,"TRUE",1,,"10/5/23 05:14","10/5/23 05:28",14.15,849,"10/5/23 05:28",86.259,1.43765,166.21,2.770167,3,40.861,.6810167,,6,16,1,1,3,0,1,1,0,1,0,1,,7.5,,7.5,4.3,4.8,7,,2,2001,1,4,1,1,1,1,,3,2,1,4,,2,3,4,3,2,3,,1,2,1,1,1,1,3
,17,0,"R_BDHL6o6rhpAMcox",1,"TRUE",1,,"19/5/23 04:33","19/5/23 04:40",7,420,"19/5/23 04:40",47.883,.79805,125.919,2.09865,2,74.487,1.24145,,6,16,1,1,3,0,1,1,0,1,0,1,,7,,7,4,8,4,,1,2003,1,2,1,1,1,1,,3,2,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,17,0,"R_3hhCpVKU4vZUYZj",1,"TRUE",1,,"19/5/23 12:59","19/5/23 13:08",9.4,564,"19/5/23 13:08",71.881,1.198017,158.926,2.648767,3,58.092,.9682,,6,16,1,1,3,0,1,1,0,1,0,1,,6,,6,5.5,5,4,,2,2004,1,1,1,2,1,1,,2,3,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,11,0,"R_1Cm4bntDpb7MsYF",1,"TRUE",1,,"9/5/23 03:19","9/5/23 03:25",6.15,369,"9/5/23 03:25",6.945,.11575,110.751,1.84585,2,49.957,.8326167,,6,16,1,1,3,0,1,1,0,1,0,1,,7.5,,7.5,.1,8.5,7,,2,1996,2,1,1,2,1,1,,2,3,1,4,,2,1,4,5,1,3,,1,1,1,2,2,1,3
,8,0,"R_1mlaaykUXPZ4hRq",1,"TRUE",0,,"11/5/23 03:09","11/5/23 03:23",14.7,882,"11/5/23 03:23",74.582,1.243033,357.662,5.961033,3,120.335,2.005583,,6,16,1,1,3,0,1,1,0,1,0,1,,6.7,,6.7,3.5,9,7,,2,2002,1,3,1,1,1,1,,1,4,2,3,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,18,1,"R_1ovRXhS6ArRN57P",1,"TRUE",0,,"2/5/23 02:22","2/5/23 02:28",6.35,381,"2/5/23 02:28",15.731,.2621833,123.554,2.059233,2,38.738,.6456333,,6,16,1,1,3,0,1,1,0,1,0,1,,4.5,,4.5,5,5,4,,1,1985,2,1,1,1,1,1,,2,3,1,4,,2,1,4,5,2,3,,1,1,1,2,1,1,3
,7,0,"R_1MMK3UMffto5c5U",1,"TRUE",1,,"17/5/23 09:33","17/5/23 09:48",15.1,906,"17/5/23 09:48",20.899,.3483167,151.622,2.527033,2,50.437,.8406166,,6,16,1,1,3,0,1,1,0,1,0,1,,6.8,,6.8,4,6,8,,2,1999,1,4,1,1,1,1,,2,3,1,4,,2,1,4,3,2,3,,1,1,1,1,1,1,1
,8,0,"R_xEoYgEZGLCGcS1H",1,"TRUE",0,,"11/5/23 12:31","11/5/23 12:40",8.65,519,"11/5/23 12:40",63.327,1.05545,145.122,2.4187,2,74.687,1.244783,,7,12,1,1,1,0,1,1,0,0,1,1,,5.5,,5.5,4,5,3,,2,1997,2,4,1,2,2,2,,1,2,3,4,,2,1,2,4,2,2,,1,1,0,1,1,1,3
,6,1,"R_USmuOsDKTgcd6GB",1,"TRUE",0,,"24/4/23 00:36","24/4/23 00:44",7.866667,472,"24/4/23 00:44",23.98,.3996667,154.079,2.567983,3,76.003,1.266717,,7,12,1,1,1,0,1,1,0,0,1,1,,7,,7,0,8,5,,1,1998,1,3,2,2,1,1,,3,2,1,4,,2,3,4,4,2,2,,1,2,1,1,1,1,3
,20,0,"R_3mn5dI0zvvNGqb9",1,"TRUE",1,,"22/5/23 12:36","22/5/23 12:44",8.216666,493,"22/5/23 12:44",39.023,.6503833,206.003,3.433383,3,71.026,1.183767,,7,12,1,1,1,0,1,1,0,0,1,1,,3.6,,3.6,3,3.1,2,,2,1977,2,4,1,2,1,1,,2,3,1,4,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,20,0,"R_sL6M7MtzsCBqpwt",1,"TRUE",0,,"19/5/23 04:27","19/5/23 04:34",6.15,369,"19/5/23 04:34",6.903,.11505,117.373,1.956217,2,37.057,.6176167,,7,12,1,1,1,0,1,1,0,0,1,1,,5,,5,5,9,6,,2,2001,1,4,1,2,1,1,,2,3,1,4,,2,3,4,5,2,2,,1,2,1,2,1,1,3
,12,0,"R_1CqIaMsX7V0qV0Z",1,"TRUE",0,,"3/5/23 04:53","3/5/23 05:02",9.166667,550,"3/5/23 05:02",69.75,1.1625,156.377,2.606283,3,48.502,.8083667,,7,12,1,1,1,0,1,1,0,0,1,1,,5,,5,4.5,6,6,,2,2000,1,1,2,2,1,1,,3,1,2,4,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,10,0,"R_2ZDIpO5pGA9G68k",1,"TRUE",0,,"26/4/23 10:38","26/4/23 11:50",72.08334,4325,"26/4/23 11:50",19.014,.3169,,,,28.119,.46865,,7,12,1,1,1,0,1,1,0,0,1,1,,7,,7,7,5,1,,1,2002,1,3,1,2,1,1,,3,1,2,4,,2,3,4,4,1,2,,1,2,1,1,2,1,3
,7,0,"R_2D7Gno2Pzn6iTaL",1,"TRUE",1,,"26/5/23 10:04","26/5/23 10:09",4.716667,283,"26/5/23 10:09",3.718,.0619667,23.752,.3958667,1,41.507,.6917833,,7,12,1,1,1,0,1,1,0,0,1,1,,5,,5,1.1,8.1,6,,1,1997,2,4,1,1,1,1,,3,2,1,4,,2,3,3,4,2,1,,1,2,2,1,1,2,3
,6,1,"R_2c1w5RXhOmc5PTN",1,"TRUE",0,,"19/4/23 10:04","19/4/23 10:07",2.383333,143,"19/4/23 10:07",3.461,.0576833,7.574,.1262333,1,9.102,.1517,,7,12,1,1,1,0,1,1,0,0,1,1,,5.6,,5.6,7,5.1,4,,1,2001,1,1,1,1,1,1,,2,3,1,4,,1,5,5,3,3,3,,0,0,0,0,0,0,0
,14,0,"R_qWJDIFS9i2k1aGR",1,"TRUE",0,,"10/5/23 08:06","10/5/23 08:22",15.88333,953,"10/5/23 08:22",41.903,.6983833,329.341,5.489017,3,149.07,2.4845,,7,12,1,1,1,0,1,1,0,0,1,1,,6,,6,3,8,7,,1,2003,1,2,1,1,1,1,,2,3,1,4,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,18,1,"R_1OVO9y9ridWXJ3l",1,"TRUE",0,,"9/5/23 02:29","9/5/23 02:44",14.76667,886,"9/5/23 02:44",35.111,.5851833,331.856,5.530933,3,197.001,3.28335,,7,12,1,1,1,0,1,1,0,0,1,1,,5.6,,5.6,2,8.1,5,,2,1992,2,4,2,2,1,1,,2,4,1,3,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,17,0,"R_3st9fjdfkfW4Mgo",1,"TRUE",0,,"23/5/23 09:05","23/5/23 09:20",15.16667,910,"23/5/23 09:20",189.602,3.160033,114.554,1.909233,2,65.546,1.092433,,7,12,1,1,1,0,1,1,0,0,1,1,,7,,7,4.3,8,7,,1,2002,1,3,1,1,1,1,,2,3,1,4,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_1Gv2CGFP9Vo4oFz",1,"TRUE",0,,"19/4/23 09:47","19/4/23 10:07",20.03333,1202,"19/4/23 10:07",73.915,1.231917,397.984,6.633067,3,142.295,2.371583,,7,12,1,1,1,0,1,1,0,0,1,1,,4,,4,7,10,0,,2,1988,2,4,1,2,1,1,,2,3,1,4,,2,1,4,4,2,2,,1,1,1,1,1,1,1
,2,1,"R_2SjAqqf6PQLj5EW",1,"TRUE",1,,"22/5/23 08:32","22/5/23 08:41",8.716666,523,"22/5/23 08:41",58.606,.9767666,173.506,2.891767,3,52.004,.8667334,,8,13,1,1,1,0,1,1,0,0,0,1,,4,,4,6,5,2,,2,2000,1,4,2,1,1,1,,3,2,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,5,0,"R_2wTDy0SSOXzqQqY",1,"TRUE",0,,"16/5/23 03:29","16/5/23 03:37",8.216666,493,"16/5/23 03:37",36.89,.6148333,114.852,1.9142,2,52.003,.8667166,,8,13,1,1,1,0,1,1,0,0,0,1,,3,,3,8.6,5,0,,2,2000,1,7,1,1,1,1,,3,2,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,3,0,"R_2b0Q6ihlfN5D9KP",1,"TRUE",1,,"1/5/23 11:06","1/5/23 11:15",9.25,555,"1/5/23 11:15",56.145,.93575,87.339,1.45565,1,48.068,.8011333,,8,13,1,1,1,0,1,1,0,0,0,1,,4.5,,4.5,0,9,4,,2,2003,1,1,1,1,1,2,,2,3,1,4,,2,1,1,3,2,3,,1,1,0,1,1,0,3
,4,1,"R_27pYGY0cSv1tQSM",1,"TRUE",0,,"28/4/23 02:40","28/4/23 02:47",7.683333,461,"28/4/23 02:47",50.092,.8348666,157.885,2.631417,3,78.262,1.304367,,8,13,1,1,1,0,1,1,0,0,0,1,,4.5,,4.5,4.5,6,7,,2,1978,2,7,2,2,1,1,,2,3,1,4,,2,1,4,3,2,3,,1,1,1,1,1,0,3
,8,0,"R_2zeuLkXdEGwL3gc",1,"TRUE",0,,"11/5/23 07:02","11/5/23 07:10",7.233333,434,"11/5/23 07:10",22.948,.3824667,82.992,1.3832,1,65.919,1.09865,,8,13,1,1,1,0,1,1,0,0,0,1,,6,,6,8,7,4,,2,2000,1,2,1,1,1,1,,2,3,1,4,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,17,0,"R_31XlU00uzmg5mXA",1,"TRUE",0,,"23/5/23 06:16","23/5/23 06:22",5.65,339,"23/5/23 06:22",28.413,.47355,78.519,1.30865,1,25.902,.4317,,8,13,1,1,1,0,1,1,0,0,0,1,,6,,6,4,3,3,,1,2002,1,3,1,2,1,1,,3,1,2,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,2,1,"R_3DjcssR1TQxxmxl",1,"TRUE",0,,"22/5/23 10:54","22/5/23 11:03",9.866667,592,"22/5/23 11:03",70.092,1.1682,235.39,3.923167,3,50.845,.8474167,,8,13,1,1,1,0,1,1,0,0,0,1,,6.5,,6.5,5,8,5,,2,2001,1,2,1,2,1,1,,2,3,1,4,,2,1,3,3,2,2,,1,1,2,1,1,1,3
,6,1,"R_2roQSsAdpXwNLdH",1,"TRUE",1,,"20/4/23 10:53","20/4/23 11:04",10.75,645,"20/4/23 11:04",24.24,.404,219.972,3.6662,3,145.694,2.428233,,8,13,1,1,1,0,1,1,0,0,0,1,,3,,3,2,10,6,,2,1998,1,1,2,2,2,1,,3,2,1,4,,2,2,3,3,2,2,,1,0,2,1,1,1,3
,3,0,"R_3hnAqMAGu7NQypq",1,"TRUE",1,,"10/5/23 01:54","10/5/23 02:03",8.15,489,"10/5/23 02:03",40.444,.6740667,152.785,2.546417,3,104.259,1.73765,,8,13,1,1,1,0,1,1,0,0,0,1,,6.7,,6.7,2,5.7,5,,2,2004,1,1,1,1,1,1,,2,3,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,6,1,"R_3dLeFL98Om8Eyai",1,"TRUE",1,,"24/4/23 05:58","24/4/23 06:06",7.883333,473,"24/4/23 06:06",44.565,.74275,157.687,2.628117,3,62.18,1.036333,,8,13,1,1,1,0,1,1,0,0,0,1,,6.5,,6.5,5,6,4,,2,2003,1,2,1,2,1,2,,3,2,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,17,0,"R_2qdwv6RswIuWfoY",1,"TRUE",1,,"21/5/23 09:17","21/5/23 09:42",24.38333,1463,"21/5/23 09:42",55.48,.9246666,999.962,16.66603,3,114.996,1.9166,,8,13,1,1,1,0,1,1,0,0,0,1,,4,,4,9,5,5,,2,2003,1,2,1,1,1,1,,2,3,1,4,,2,1,4,3,2,2,,1,1,1,1,1,1,1
,17,0,"R_1FtXsO5BoXxuuhz",1,"TRUE",0,,"22/5/23 02:34","22/5/23 02:44",9.116667,547,"22/5/23 02:44",61.876,1.031267,179.467,2.991117,3,33.557,.5592833,,8,13,1,1,1,0,1,1,0,0,0,1,,5.7,,5.7,3,7,9,,2,2002,1,3,1,1,1,2,,2,3,1,4,,2,1,4,3,2,1,,1,1,1,1,1,2,3
,20,0,"R_3hsUu48nzfdrxTu",1,"TRUE",0,,"22/5/23 14:37","22/5/23 14:49",11.88333,713,"22/5/23 14:49",29.488,.4914667,377.568,6.2928,3,79.479,1.32465,,8,13,1,1,1,0,1,1,0,0,0,1,,3.5,,3.5,6.5,9,4,,2,2002,1,1,1,2,1,1,,2,3,1,4,,2,1,4,3,1,2,,1,1,1,1,2,1,3
,18,1,"R_3ExIPxKiPd3XX3y",1,"TRUE",1,,"24/4/23 05:12","24/4/23 05:17",4.916667,295,"24/4/23 05:17",19.694,.3282333,75.275,1.254583,1,49.635,.8272499,,9,8,1,1,7,0,1,1,1,1,1,0,,10,10,,0,8.5,10,,2,2002,1,3,1,2,1,1,,1,3,2,4,,2,1,4,5,3,3,,1,1,1,2,1,1,3
,17,0,"R_2QZ3kQo7umZEaLQ",1,"TRUE",1,,"19/5/23 10:34","19/5/23 10:38",3.933333,236,"19/5/23 10:38",10.931,.1821833,14.438,.2406333,1,27.712,.4618667,,9,8,1,1,7,0,1,1,1,1,1,0,,8.3,8.3,,.2,9,9,,2,2003,1,2,1,2,1,1,,3,1,2,4,,2,3,5,2,1,1,,1,2,0,0,2,2,3
,6,1,"R_2aFAhF2X9giZZFr",1,"TRUE",0,,"21/4/23 02:22","21/4/23 02:32",9.966666,598,"21/4/23 02:32",39.401,.6566833,135.799,2.263317,2,123.357,2.05595,,9,8,1,1,7,0,1,1,1,1,1,0,,9.5,9.5,,5,4.6,2,,2,1984,2,1,1,2,1,1,,2,3,1,4,,2,1,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_1gH39ZYEypbnc9u",1,"TRUE",0,,"22/4/23 02:46","22/4/23 02:56",10.81667,649,"22/4/23 02:56",64.039,1.067317,159.081,2.65135,3,87.053,1.450883,,9,8,1,1,7,0,1,1,1,1,1,0,,9.6,9.6,,1,8.1,3,,2,1997,2,1,2,2,2,2,,3,1,2,4,,2,1,4,5,3,3,,1,1,1,2,1,1,3
,7,0,"R_74bjiQxzYHbGpYl",1,"TRUE",0,,"16/5/23 10:06","16/5/23 10:14",8.283334,497,"16/5/23 10:14",30.348,.5058,162.89,2.714833,3,98.555,1.642583,,9,8,1,1,7,0,1,1,1,1,1,0,,9.5,9.5,,.5,6,1,,2,2001,1,4,1,1,1,1,,3,2,1,4,,2,1,4,4,3,3,,1,1,1,1,1,1,1
,18,1,"R_3Nx1G3egZ0SMcxY",1,"TRUE",0,,"27/4/23 04:33","27/4/23 04:40",6.016667,361,"27/4/23 04:40",35.689,.5948166,89.463,1.49105,1,33.045,.55075,,9,8,1,1,7,0,1,1,1,1,1,0,,10,10,,.2,10,9,,2,1986,2,4,1,1,2,2,,3,2,1,4,,2,1,4,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_3DcqJlDMOobkMaN",1,"TRUE",0,,"20/4/23 12:50","20/4/23 13:00",9.966666,598,"20/4/23 13:00",46.621,.7770166,205.602,3.4267,3,51.158,.8526334,,9,8,1,1,7,0,1,1,1,1,1,0,,8,8,,0,10,3,,2,1981,2,1,1,2,1,1,,2,3,1,4,,2,1,4,5,3,3,,1,1,1,2,1,1,3
,4,1,"R_3MaQZLqmr1jJPGO",1,"TRUE",0,,"1/5/23 11:27","1/5/23 11:30",2.95,177,"1/5/23 11:30",9.321,.15535,15.048,.2508,1,20.509,.3418167,,9,8,1,1,7,0,1,1,1,1,1,0,,7.9,7.9,,3,4.1,7,,2,1998,1,3,1,1,1,1,,3,2,1,4,,2,5,3,1,1,3,,1,0,2,0,2,1,3
,17,0,"R_2xXZ4TOvItqXicp",1,"TRUE",1,,"22/5/23 09:52","22/5/23 09:59",7.3,438,"22/5/23 09:59",10.87,.1811667,191.602,3.193367,3,45.051,.75085,,10,15,1,1,7,0,1,1,1,1,0,0,,4.7,4.7,,8.5,9,4,,1,2003,1,2,1,1,1,1,,2,3,1,4,,2,1,4,3,3,3,,1,1,1,1,1,1,1
,10,0,"R_1qW1Be67C7YzTyC",1,"TRUE",0,,"25/4/23 02:50","25/4/23 02:59",9,540,"25/4/23 02:59",25.905,.43175,279.054,4.6509,3,49.118,.8186333,,10,15,1,1,7,0,1,1,1,1,0,0,,8.1,8.1,,3,9.1,6,,2,2003,1,2,1,1,1,1,,2,3,1,4,,2,3,4,3,3,3,,1,2,1,1,1,1,3
,15,0,"R_OGOHo9LhRtyS53z",1,"TRUE",1,,"18/5/23 04:35","18/5/23 04:46",10.51667,631,"18/5/23 04:46",60.537,1.00895,180.178,3.002967,3,62.227,1.037117,,10,15,1,1,7,0,1,1,1,1,0,0,,10,10,,5,7.5,4,,2,2002,1,3,1,2,1,1,,3,2,1,4,,2,1,4,3,3,3,,1,1,1,1,1,1,1
,8,0,"R_1PTeh3WNh671QtT",1,"TRUE",1,,"16/5/23 01:27","16/5/23 01:39",12.06667,724,"16/5/23 01:39",129.27,2.1545,182.551,3.042516,3,101.943,1.69905,,10,15,1,1,7,0,1,1,1,1,0,0,,9,9,,0,9.5,10,,2,1996,2,3,2,1,1,1,,3,2,1,4,,2,1,4,3,3,3,,1,1,1,1,1,1,1
,16,0,"R_2uR0A8df2kEE5L5",1,"TRUE",0,,"10/5/23 07:08","10/5/23 07:20",11.85,711,"10/5/23 07:20",8.34,.139,258.493,4.308217,3,56.697,.94495,,10,15,1,1,7,0,1,1,1,1,0,0,,9,9,,8,10,9,,2,1984,2,7,2,2,1,1,,2,3,1,4,,2,1,4,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_3qTCpCvm0mcc8jn",1,"TRUE",0,,"19/4/23 15:55","19/4/23 16:03",8.483334,509,"19/4/23 16:03",36.96,.616,132.02,2.200333,2,86.767,1.446117,,10,15,1,1,7,0,1,1,1,1,0,0,,7.8,7.8,,5.5,8.6,5,,2,1985,2,4,1,1,2,1,,2,4,1,3,,2,1,4,3,1,3,,1,1,1,1,2,1,3
